candidate_name,question_text,answer_label,question_id,answer_id,category_name,candidate_id,victory,intensity,type_name,geography_name,total_votes,percentage_votes,okelection_votes,intensity_avg
Angelia Williams Graves,Should municipal elections be moved to November?,No,17,44,City Engagement & Government,9,Yes,5,City Council,Super Ward 7,7673,55.95,295,2.7796610169491525
Angelia Williams Graves,Should the Norfolk mayor and city council members have term limits?,No,16,42,City Engagement & Government,9,Yes,3,City Council,Super Ward 7,7673,55.95,251,2.9442231075697211
Angelia Williams Graves,Have Norfolk’s efforts to engage citizens on major decisions been:,Good; people feel their voices are heard.,15,38,City Engagement & Government,9,Yes,5,City Council,Super Ward 7,7673,55.95,73,3.3013698630136986
Angelia Williams Graves,What is your opinion on government meetings?,More can be done to increase transparency including recording meetings in their entirety.,14,35,City Engagement & Government,9,Yes,4,City Council,Super Ward 7,7673,55.95,877,3.8289623717217788
Angelia Williams Graves,Which word better describes the City of Norfolk government:,Transparent,13,33,City Engagement & Government,9,Yes,5,City Council,Super Ward 7,7673,55.95,211,2.7393364928909953
Angelia Williams Graves,How should the city deal with coal dust?,Leave it alone. Norfolk Southern is following the law.,12,30,Sea Level Rise & The Environment,9,Yes,4,City Council,Super Ward 7,7673,55.95,131,3.3435114503816794
Angelia Williams Graves,"Should the city be more aggressive in changing codes to require green infrastructure (i.e., green roofs, permeable pavement)?",No. Private property rights are sacred.,11,29,Sea Level Rise & The Environment,9,Yes,2,City Council,Super Ward 7,7673,55.95,301,3.3388704318936877
Angelia Williams Graves,Pick one project,Creek and wetland restoration in the St. Paul’s quadrant,10,25,Sea Level Rise & The Environment,9,Yes,4,City Council,Super Ward 7,7673,55.95,251,3.3585657370517928
Angelia Williams Graves,Do you support charter schools?,No,9,23,Education,9,Yes,1,City Council,Super Ward 7,7673,55.95,410,3.6097560975609756
Angelia Williams Graves,Do you support magnet schools?,Yes,8,20,Education,9,Yes,3,City Council,Super Ward 7,7673,55.95,869,3.6144994246260069
Angelia Williams Graves,Is the city spending enough on schools?,No,7,19,Education,9,Yes,5,City Council,Super Ward 7,7673,55.95,851,4.1081081081081081
Angelia Williams Graves,Have you ridden public transit in the past three months?,No,6,17,Transportation,9,Yes,1,City Council,Super Ward 7,7673,55.95,724,2.7058011049723757
Angelia Williams Graves,Do you own a bike?,No,5,15,Transportation,9,Yes,1,City Council,Super Ward 7,7673,55.95,307,2.3159609120521173
Angelia Williams Graves,Choose one project,Bus service to the Norfolk International Airport,4,11,Transportation,9,Yes,3,City Council,Super Ward 7,7673,55.95,371,2.9272237196765499
Angelia Williams Graves,Where should The Tide go next?,Naval Station Norfolk,3,9,Transportation,9,Yes,3,City Council,Super Ward 7,7673,55.95,492,3.9817073170731707
Angelia Williams Graves,Was The Tide a good use of city money?,It remains to be seen.,2,5,Transportation,9,Yes,4,City Council,Super Ward 7,7673,55.95,312,3.0160256410256410
Angelia Williams Graves,Do you support the city’s Complete Streets initiative?,"Yes, streets should accommodate bikes and pedestrians in addition to cars.",1,1,Transportation,9,Yes,4,City Council,Super Ward 7,7673,55.95,687,3.8791848617176128
Kendrick J. Turner,Does Norfolk need protected bicycle lanes on streets?,Yes,36,96,Public Safety & Crime,10,No,5,City Council,Super Ward 7,618,4.51,515,3.9980582524271845
Kendrick J. Turner,How should the city address the disparate incarceration rates between white and black citizens?,The city should evaluate the possibility that law enforcement processes can be made more equitable.,35,94,Public Safety & Crime,10,No,5,City Council,Super Ward 7,618,4.51,574,3.6846689895470383
Kendrick J. Turner,My feelings on marijuana in Norfolk are:,We need more police resources on the issue.,34,90,Public Safety & Crime,10,No,5,City Council,Super Ward 7,618,4.51,25,3.7200000000000000
Kendrick J. Turner,What do you think should be done to decrease crime in Norfolk?,Increased staffing of the police department.,33,87,Public Safety & Crime,10,No,5,City Council,Super Ward 7,618,4.51,155,4.0709677419354839
Kendrick J. Turner,Is the city doing enough to keep the Navy and other military installations here in Norfolk?,Yes,32,84,Economic Development,10,No,5,City Council,Super Ward 7,618,4.51,456,3.1513157894736842
Kendrick J. Turner,Would you have voted for $18 million to redevelop J.C. Penney at Military Circle?,Yes,31,82,Economic Development,10,No,5,City Council,Super Ward 7,618,4.51,231,3.3116883116883117
Kendrick J. Turner,"Should Norfolk embrace the sharing economy (things like Uber, AirBNB)?","Yes, and quickly.",30,79,Economic Development,10,No,5,City Council,Super Ward 7,618,4.51,691,3.9450072358900145
Kendrick J. Turner,What is your opinion on the best method of luring business to Norfolk?,A mix of both methods.,29,78,Economic Development,10,No,5,City Council,Super Ward 7,618,4.51,751,3.6604527296937417
Kendrick J. Turner,"Has the city spent too much, too little or the right amount of money downtown?",Too much,28,73,Economic Development,10,No,5,City Council,Super Ward 7,618,4.51,263,3.6311787072243346
Kendrick J. Turner,How will the new Waterside affect local businesses?,Healthy competition will benefit everyone.,27,70,Economic Development,10,No,5,City Council,Super Ward 7,618,4.51,353,3.3427762039660057
Kendrick J. Turner,Was The Main a good use of city money?,Absolutely,26,67,Economic Development,10,No,5,City Council,Super Ward 7,618,4.51,79,4.0000000000000000
Kendrick J. Turner,What should the city emphasize first?,Development of new local businesses,25,66,Economic Development,10,No,5,City Council,Super Ward 7,618,4.51,726,3.9228650137741047
Kendrick J. Turner,Should backyard chickens be legal in Norfolk?,Yes,24,62,Neighborhoods and Quality of Life,10,No,5,City Council,Super Ward 7,618,4.51,757,3.4280052840158520
Kendrick J. Turner,Should there be incentives to encourage reuse of vacant properties?,Yes,23,60,Neighborhoods and Quality of Life,10,No,5,City Council,Super Ward 7,618,4.51,944,3.7203389830508475
Kendrick J. Turner,Should the city require affordable housing in new developments?,Yes,22,58,Neighborhoods and Quality of Life,10,No,5,City Council,Super Ward 7,618,4.51,627,3.7480063795853270
Kendrick J. Turner,Norfolk’s park system is:,Adequate and should be maintained.,21,56,Neighborhoods and Quality of Life,10,No,5,City Council,Super Ward 7,618,4.51,433,3.1016166281755196
Kendrick J. Turner,How would you help Norfolk’s waterfront?,City should spend money on cleaning up and rehabilitating the waterfront.,20,53,Neighborhoods and Quality of Life,10,No,5,City Council,Super Ward 7,618,4.51,537,3.6089385474860335
Kendrick J. Turner,Pick one spending priority for the neighborhoods outside of downtown:,Economic development.,19,49,Neighborhoods and Quality of Life,10,No,5,City Council,Super Ward 7,618,4.51,330,3.8272727272727273
Kendrick J. Turner,What do you think should be done to preserve distressed properties in historic districts?,Increase flexibility of local ordinances/codes/zoning to allow a greater flexibility of uses in historic structures as long as the building is preserved.,18,46,Neighborhoods and Quality of Life,10,No,5,City Council,Super Ward 7,618,4.51,627,3.2838915470494418
Kendrick J. Turner,Should municipal elections be moved to November?,Yes,17,43,City Engagement & Government,10,No,5,City Council,Super Ward 7,618,4.51,712,3.9016853932584270
Kendrick J. Turner,Should the Norfolk mayor and city council members have term limits?,Yes,16,41,City Engagement & Government,10,No,5,City Council,Super Ward 7,618,4.51,761,3.9763469119579501
Kendrick J. Turner,Have Norfolk’s efforts to engage citizens on major decisions been:,Good; people feel their voices are heard.,15,38,City Engagement & Government,10,No,5,City Council,Super Ward 7,618,4.51,73,3.3013698630136986
Kendrick J. Turner,What is your opinion on government meetings?,More can be done to increase transparency including recording meetings in their entirety.,14,35,City Engagement & Government,10,No,5,City Council,Super Ward 7,618,4.51,877,3.8289623717217788
Kendrick J. Turner,Which word better describes the City of Norfolk government:,Transparent,13,33,City Engagement & Government,10,No,5,City Council,Super Ward 7,618,4.51,211,2.7393364928909953
Kendrick J. Turner,How should the city deal with coal dust?,The city should hire an independent researcher to test the impact on citizen health.,12,31,Sea Level Rise & The Environment,10,No,5,City Council,Super Ward 7,618,4.51,396,3.4873737373737374
Kendrick J. Turner,"Should the city be more aggressive in changing codes to require green infrastructure (i.e., green roofs, permeable pavement)?",Yes. This is a priority,11,28,Sea Level Rise & The Environment,10,No,5,City Council,Super Ward 7,618,4.51,716,3.7583798882681564
Kendrick J. Turner,Pick one project,Lifting houses and streets in vulnerable neighborhoods,10,26,Sea Level Rise & The Environment,10,No,5,City Council,Super Ward 7,618,4.51,341,3.6275659824046921
Kendrick J. Turner,Do you support charter schools?,Yes,9,22,Education,10,No,5,City Council,Super Ward 7,618,4.51,602,3.3803986710963455
Kendrick J. Turner,Do you support magnet schools?,Yes,8,20,Education,10,No,5,City Council,Super Ward 7,618,4.51,869,3.6144994246260069
Kendrick J. Turner,Is the city spending enough on schools?,No,7,19,Education,10,No,5,City Council,Super Ward 7,618,4.51,851,4.1081081081081081
Kendrick J. Turner,Have you ridden public transit in the past three months?,Yes,6,16,Transportation,10,No,5,City Council,Super Ward 7,618,4.51,294,3.8469387755102041
Kendrick J. Turner,Do you own a bike?,Yes,5,14,Transportation,10,No,5,City Council,Super Ward 7,618,4.51,716,3.7290502793296089
Kendrick J. Turner,Choose one project,Bus service to the Norfolk International Airport,4,11,Transportation,10,No,5,City Council,Super Ward 7,618,4.51,371,2.9272237196765499
Kendrick J. Turner,Where should The Tide go next?,Naval Station Norfolk,3,9,Transportation,10,No,5,City Council,Super Ward 7,618,4.51,492,3.9817073170731707
Kendrick J. Turner,Was The Tide a good use of city money?,Absolutely. The Tide showed visionary leadership.,2,4,Transportation,10,No,5,City Council,Super Ward 7,618,4.51,614,4.0863192182410423
Kendrick J. Turner,Do you support the city’s Complete Streets initiative?,"Yes, streets should accommodate bikes and pedestrians in addition to cars.",1,1,Transportation,10,No,5,City Council,Super Ward 7,618,4.51,687,3.8791848617176128
